Time,Data
0.958169,1000
0.958254,2000
0.958338,3000
0.958422,4000
0.958507,5000
0.958591,6000
0.958675,7000
0.95876,8000
0.958844,9000
0.958928,10000
0.988103,11000
0.988272,12000
0.98844,13000
0.988609,14000
0.988778,15000
0.988946,16000
0.989115,17000
0.989284,18000
0.989452,19000
0.989621,20000
0.989789,21000
0.990042,22000
0.990295,23000
0.990548,24000
1.01104,25000
1.01112,26000
1.01129,27000
1.01146,28000
1.01154,29000
1.01163,30000
1.01171,31000
1.0118,32000
1.01197,33000
1.01213,34000
1.01222,35000
1.01239,36000
1.01256,37000
1.01264,38000
1.01281,39000
1.01298,40000
1.01306,41000
1.01323,42000
1.01348,43000
1.01357,44000
1.01374,45000
1.03415,46000
1.03423,47000
1.03432,48000
1.03448,49000
1.03457,50000
1.03474,51000
1.03482,52000
1.03491,53000
1.03499,54000
1.03507,55000
1.03516,56000
1.03533,57000
1.03541,58000
1.03558,59000
1.03566,60000
1.03575,61000
1.03592,62000
1.036,63000
1.03617,64000
1.03625,65000
1.03634,66000
1.03651,67000
1.03659,68000
1.03676,69000
1.03684,70000
1.03693,71000
1.03701,72000
1.03727,73000
1.03743,74000
1.03752,75000
1.0376,76000
1.03769,77000
1.03786,78000
1.05928,79000
1.05936,80000
1.05945,81000
1.05962,82000
1.0597,83000
1.05978,84000
1.05995,85000
1.06004,86000
1.06012,87000
1.06021,88000
1.06029,89000
1.06037,90000
1.06046,91000
1.06063,92000
1.06071,93000
1.0608,94000
1.06096,95000
1.06105,96000
1.06113,97000
1.06122,98000
1.06139,99000
1.06147,100000
1.06155,101000
1.06172,102000
1.06181,103000
1.06189,104000
1.06198,105000
1.06214,106000
1.06223,107000
1.06231,108000
1.06248,109000
1.06257,110000
1.06265,111000
1.06274,112000
1.06282,113000
1.06307,114000
1.06324,115000
1.06333,116000
1.06341,117000
1.06349,118000
1.06358,119000
1.06366,120000
1.06375,121000
1.06392,122000
1.064,123000
1.06417,124000
1.06434,125000
1.06451,126000
1.08651,127000
1.0866,128000
1.08668,129000
1.08677,130000
1.08694,131000
1.08702,132000
1.0871,133000
1.08719,134000
1.08736,135000
1.08744,136000
1.08753,137000
1.08761,138000
1.08769,139000
1.08778,140000
1.08786,141000
1.08795,142000
1.08812,143000
1.0882,144000
1.08828,145000
1.08837,146000
1.08854,147000
1.08862,148000
1.08871,149000
1.08879,150000
1.08887,151000
1.08904,152000
1.08913,153000
1.08921,154000
1.0893,155000
1.08946,156000
1.08955,157000
1.08963,158000
1.08972,159000
1.0898,160000
1.08997,161000
1.09005,162000
1.09014,163000
1.09022,164000
1.09039,165000
1.09048,166000
1.09056,167000
1.09065,168000
1.09073,169000
1.09081,170000
1.09107,171000
1.09124,172000
1.09132,173000
1.0914,174000
1.09149,175000
1.09157,176000
1.09166,177000
1.09174,178000
1.09183,179000
1.09191,180000
1.09199,181000
1.09216,182000
1.09225,183000
1.09233,184000
1.0925,185000
1.09258,186000
1.09267,187000
1.09284,188000
1.09301,189000
1.09309,190000
1.09326,191000
1.09343,192000
1.0936,193000
1.09376,194000
1.09393,195000
1.0941,196000
1.09419,197000
1.09436,198000
1.11619,199000
1.11628,200000
1.11636,201000
1.11645,202000
1.11653,203000
1.1167,204000
1.11678,205000
1.11687,206000
1.11695,207000
1.11704,208000
1.11721,209000
1.11729,210000
1.11737,211000
1.11746,212000
1.11754,213000
1.11763,214000
1.11771,215000
1.1178,216000
1.11788,217000
1.11805,218000
1.11813,219000
1.11822,220000
1.1183,221000
1.11839,222000
1.11856,223000
1.11864,224000
1.11872,225000
1.11881,226000
1.11889,227000
1.11898,228000
1.11915,229000
1.11923,230000
1.11931,231000
1.1194,232000
1.11948,233000
1.11965,234000
1.11974,235000
1.11982,236000
1.1199,237000
1.11999,238000
1.12007,239000
1.12024,240000
1.12033,241000
1.12041,242000
1.12049,243000
1.12058,244000
1.12075,245000
1.12083,246000
1.12092,247000
1.121,248000
1.12108,249000
1.12117,250000
1.12125,251000
1.12142,252000
1.12151,253000
1.12167,254000
1.12184,255000
1.12193,256000
1.12201,257000
1.1221,258000
1.12218,259000
1.12227,260000
1.12235,261000
1.12243,262000
1.12252,263000
1.1226,264000
1.12269,265000
1.12286,266000
1.12294,267000
1.12302,268000
1.12311,269000
1.12328,270000
1.12336,271000
1.12345,272000
1.12361,273000
1.12378,274000
1.12387,275000
1.12395,276000
1.12404,277000
1.12412,278000
1.12429,279000
1.12437,280000
1.12454,281000
1.12463,282000
1.12479,283000
1.12496,284000
1.12513,285000
1.12522,286000
1.1253,287000
1.12538,288000
1.12555,289000
1.12564,290000
1.12572,291000
1.12589,292000
1.12598,293000
1.12614,294000
1.12631,295000
1.12657,296000
1.12673,297000
1.1269,298000
1.12707,299000
1.12732,300000
1.12758,301000
1.12775,302000
1.12791,303000
1.12808,304000
1.12834,305000
1.1285,306000
1.17943,312000
1.18019,318000
1.18028,328000
1.18036,334000
1.18053,341000
1.18061,347000
1.1807,354000
1.18087,360000
1.18104,368000
1.18112,372000
1.1812,373000
1.18129,385000
1.18239,390000
1.18306,393000
1.18331,394000
1.1834,402000
1.18424,405000
1.18475,408000
1.185,409000
1.18508,410000
1.18517,417000
1.18593,421000
1.18643,424000
1.18677,426000
1.18694,428000
1.18736,430000
1.18761,431000
1.18778,432000
1.18795,434000
1.1882,435000
1.18837,436000
1.18854,437000
1.18871,440000
1.18913,441000
1.1893,442000
1.18938,444000
1.18972,445000
1.18997,446000
1.19014,449000
1.2081,450000
1.20819,451000
1.20827,453000
1.20861,454000
1.20878,455000
1.20895,456000
1.20911,457000
1.20928,458000
1.20945,459000
1.20962,460000
1.2097,461000
1.20979,462000
1.20987,463000
1.21004,464000
1.21013,465000
1.21021,466000
1.2103,467000
1.21046,520000
1.21063,521000
1.21072,522000
1.2108,523000
1.21089,524000
1.21097,525000
1.21105,526000
1.21114,527000
1.21122,528000
1.21131,529000
1.21139,530000
1.21148,531000
1.21156,532000
1.21164,533000
1.21181,534000
1.2119,535000
1.21198,536000
1.21207,537000
1.21215,538000
1.21223,539000
