Time,Data
0.630644,1000
0.630812,2000
0.630981,3000
0.63115,4000
0.631318,5000
0.631487,6000
0.631656,7000
0.631824,8000
0.631993,9000
0.632161,10000
0.652651,11000
0.65282,12000
0.652988,13000
0.653157,14000
0.653326,15000
0.65341,16000
0.653579,17000
0.653747,18000
0.653916,19000
0.654085,20000
0.654253,21000
0.654338,22000
0.654506,23000
0.654675,24000
0.677104,25000
0.677273,26000
0.677441,27000
0.677526,28000
0.677694,29000
0.677863,30000
0.677947,31000
0.678032,32000
0.6782,33000
0.678369,34000
0.678453,35000
0.678537,36000
0.678706,37000
0.678875,38000
0.678959,39000
0.679128,40000
0.679296,41000
0.679381,42000
0.679465,43000
0.679634,44000
0.679802,45000
0.705351,46000
0.70552,47000
0.705604,48000
0.705773,49000
0.705941,50000
0.706026,51000
0.70611,52000
0.706279,53000
0.706447,54000
0.706532,55000
0.706616,56000
0.7067,57000
0.706785,58000
0.706953,59000
0.707122,60000
0.707206,61000
0.707291,62000
0.707375,63000
0.707459,64000
0.707628,65000
0.707796,66000
0.707881,67000
0.707965,68000
0.708049,69000
0.708218,70000
0.708387,71000
0.708555,72000
0.70864,73000
0.708724,74000
0.708893,75000
0.709061,76000
0.709146,77000
0.709314,78000
0.738494,79000
0.738662,80000
0.738747,81000
0.738831,82000
0.772395,83000
0.773153,88000
0.773238,89000
0.773322,97000
0.773491,104000
0.773659,105000
0.773828,111000
0.773912,112000
0.773997,117000
0.774165,118000
0.774334,122000
0.793306,123000
0.793475,125000
0.793643,128000
0.794065,140000
0.794149,141000
0.794233,142000
0.794318,143000
0.794486,144000
0.794655,145000
0.795245,146000
0.79533,147000
0.795414,148000
0.795667,149000
0.795751,150000
0.796004,151000
0.796088,152000
0.796173,153000
0.796257,154000
0.79651,155000
0.796594,156000
0.815908,157000
0.816077,158000
0.816246,159000
0.81633,160000
0.816414,161000
0.816499,162000
0.816667,163000
0.816836,164000
0.81692,165000
0.817004,166000
0.817089,167000
0.817257,168000
0.817848,169000
0.818016,170000
0.818101,171000
0.818185,172000
0.818438,173000
0.818522,174000
0.818775,175000
0.81886,176000
0.818944,177000
0.819028,178000
0.819281,179000
0.81945,180000
0.840703,181000
0.840871,182000
0.84104,183000
0.841124,184000
0.841209,185000
0.841293,186000
0.841462,187000
0.84163,188000
0.841715,189000
0.841799,190000
0.841883,191000
0.842052,192000
0.842642,193000
0.842811,194000
0.842895,195000
0.842979,196000
0.843232,197000
0.843317,198000
0.84357,199000
0.843654,200000
0.843738,201000
0.843823,202000
0.844076,203000
0.844244,204000
0.867348,205000
0.867516,206000
0.867685,207000
0.867769,208000
0.867854,209000
0.867938,210000
0.868107,211000
0.868275,212000
0.86836,213000
0.868444,214000
0.868613,215000
0.868781,216000
0.868866,217000
0.869456,218000
0.86954,219000
0.869624,220000
0.869793,221000
0.869962,222000
0.87013,223000
0.870299,224000
0.870383,225000
0.870468,226000
0.870636,227000
0.870889,228000
0.871058,229000
0.896776,230000
0.896944,231000
0.897028,232000
0.897113,233000
0.897197,234000
0.897366,235000
0.897534,236000
0.897619,237000
0.897703,238000
0.897872,239000
0.89804,240000
0.898125,241000
0.898715,242000
0.898799,243000
0.898884,244000
0.899052,245000
0.899221,246000
0.899389,247000
0.899558,248000
0.899642,249000
0.899727,250000
0.899895,251000
0.900148,252000
0.900317,253000
0.929834,254000
0.929918,255000
0.930002,256000
0.930087,257000
0.930171,258000
0.93034,259000
0.930508,260000
0.930592,261000
0.930677,262000
0.930761,263000
0.93093,264000
0.931098,265000
0.931183,266000
0.931689,267000
0.931857,268000
0.931942,269000
0.932026,270000
0.932195,271000
0.932363,272000
0.932532,273000
0.9327,274000
0.932785,275000
0.932869,276000
0.933122,277000
0.933291,278000
0.962723,279000
0.962807,280000
0.962891,281000
0.962976,282000
0.96306,283000
0.963144,284000
0.963229,285000
0.963313,286000
0.963397,287000
0.963482,288000
0.96365,289000
0.963735,290000
0.963903,291000
0.963988,292000
0.964072,293000
0.964156,294000
0.96424,295000
0.964325,296000
0.964409,297000
0.964493,298000
0.964662,299000
0.964746,300000
0.964831,301000
0.964915,302000
0.965252,303000
